track,trackid,track_uri,album_name,album_id,artist,duration,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Jimmy Collins Wake,1Ni9YFZDH0dqxU2PsBA1KS,1dmrEnzt33u5NBYhEwOFl8,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,179066,FALSE,37,0.552,0.948,3,-2.935,1,0.0386,0.0472,1.83e-6,0.257,0.964,112.047,audio_features,spotify:track:1dmrEnzt33u5NBYhEwOFl8,https://api.spotify.com/v1/tracks/1dmrEnzt33u5NBYhEwOFl8,https://api.spotify.com/v1/audio-analysis/1dmrEnzt33u5NBYhEwOFl8,179067,4
The Season's Upon Us,1Ni9YFZDH0dqxU2PsBA1KS,6DwToPoUBWY0wceC7MgcvL,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,242186,FALSE,50,0.466,0.767,0,-2.505,1,0.0282,0.0133,0,0.212,0.393,87.03,audio_features,spotify:track:6DwToPoUBWY0wceC7MgcvL,https://api.spotify.com/v1/tracks/6DwToPoUBWY0wceC7MgcvL,https://api.spotify.com/v1/audio-analysis/6DwToPoUBWY0wceC7MgcvL,242187,3
The Battle Rages On,1Ni9YFZDH0dqxU2PsBA1KS,35rxoCsTz2Tblmop5Grwh8,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,137066,FALSE,34,0.379,0.926,9,-1.31,1,0.0563,4.92e-5,0,0.325,0.62,132.015,audio_features,spotify:track:35rxoCsTz2Tblmop5Grwh8,https://api.spotify.com/v1/tracks/35rxoCsTz2Tblmop5Grwh8,https://api.spotify.com/v1/audio-analysis/35rxoCsTz2Tblmop5Grwh8,137067,4
Don't Tear Us Apart,1Ni9YFZDH0dqxU2PsBA1KS,7iOP5pfXkmr69GAyvYliWy,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,181400,FALSE,39,0.377,0.903,5,-1.567,1,0.0476,0.0115,0,0.79,0.34,138.072,audio_features,spotify:track:7iOP5pfXkmr69GAyvYliWy,https://api.spotify.com/v1/tracks/7iOP5pfXkmr69GAyvYliWy,https://api.spotify.com/v1/audio-analysis/7iOP5pfXkmr69GAyvYliWy,181400,4
My Hero,1Ni9YFZDH0dqxU2PsBA1KS,4fiGpCW56SaehoNcAVIL9A,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,190413,FALSE,33,0.341,0.918,7,-2.042,1,0.0622,0.00569,0.00695,0.0894,0.533,135.831,audio_features,spotify:track:4fiGpCW56SaehoNcAVIL9A,https://api.spotify.com/v1/tracks/4fiGpCW56SaehoNcAVIL9A,https://api.spotify.com/v1/audio-analysis/4fiGpCW56SaehoNcAVIL9A,190413,4
Out on the Town,1Ni9YFZDH0dqxU2PsBA1KS,4Zugy8Jz5gqOhG8tt4EkQn,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,182453,FALSE,32,0.34,0.87,10,-2.473,1,0.048,2.73e-4,0,0.263,0.582,168.038,audio_features,spotify:track:4Zugy8Jz5gqOhG8tt4EkQn,https://api.spotify.com/v1/tracks/4Zugy8Jz5gqOhG8tt4EkQn,https://api.spotify.com/v1/audio-analysis/4Zugy8Jz5gqOhG8tt4EkQn,182453,4
Out of Our Heads,1Ni9YFZDH0dqxU2PsBA1KS,1ziWp8dB8hGHaPmP6wVYd3,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,191506,FALSE,39,0.306,0.915,2,-3.017,1,0.0627,1.18e-4,4.93e-6,0.147,0.258,162.125,audio_features,spotify:track:1ziWp8dB8hGHaPmP6wVYd3,https://api.spotify.com/v1/tracks/1ziWp8dB8hGHaPmP6wVYd3,https://api.spotify.com/v1/audio-analysis/1ziWp8dB8hGHaPmP6wVYd3,191507,4
End of the Night,1Ni9YFZDH0dqxU2PsBA1KS,1Jnl6LPs8WksrkKxZ0x9Yp,Signed and Sealed In Blood,1Ni9YFZDH0dqxU2PsBA1KS,Dropkick Murphys,317520,FALSE,34,0.537,0.809,0,-1.904,1,0.0287,0.028,0,0.0908,0.399,95.966,audio_features,spotify:track:1Jnl6LPs8WksrkKxZ0x9Yp,https://api.spotify.com/v1/tracks/1Jnl6LPs8WksrkKxZ0x9Yp,https://api.spotify.com/v1/audio-analysis/1Jnl6LPs8WksrkKxZ0x9Yp,317520,3
Paul Ist Tot,1vbPAt2wWhJu6nwAIC4SiL,1NJn6kkSzqLogT60CwJjUf,Monarchie Und Alltag,1vbPAt2wWhJu6nwAIC4SiL,Fehlfarben,476266,FALSE,0,0.786,0.498,2,-12.808,0,0.0346,0.00591,0.0506,0.045,0.602,124.437,audio_features,spotify:track:1NJn6kkSzqLogT60CwJjUf,https://api.spotify.com/v1/tracks/1NJn6kkSzqLogT60CwJjUf,https://api.spotify.com/v1/audio-analysis/1NJn6kkSzqLogT60CwJjUf,476267,4
Dies Olé Sparadrap Joey,4orHYRWppzCVKJRyIZRcT3,1zbtKejqiJQa3JjGtghmof,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,309093,FALSE,0,0.621,0.848,4,-9.432,0,0.0568,0.047,1.79e-4,0.429,0.557,115.129,audio_features,spotify:track:1zbtKejqiJQa3JjGtghmof,https://api.spotify.com/v1/tracks/1zbtKejqiJQa3JjGtghmof,https://api.spotify.com/v1/audio-analysis/1zbtKejqiJQa3JjGtghmof,309093,4
"Zone chaude, môme",4orHYRWppzCVKJRyIZRcT3,5MxHt7gc4M5PbZyxf9UNTU,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,227826,FALSE,0,0.602,0.685,1,-8.785,0,0.033,0.107,0,0.121,0.828,126.7,audio_features,spotify:track:5MxHt7gc4M5PbZyxf9UNTU,https://api.spotify.com/v1/tracks/5MxHt7gc4M5PbZyxf9UNTU,https://api.spotify.com/v1/audio-analysis/5MxHt7gc4M5PbZyxf9UNTU,227827,4
Precox ejaculator,4orHYRWppzCVKJRyIZRcT3,4WggPNRPTgiPLg1wmcss2p,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,269120,FALSE,0,0.69,0.866,11,-10.086,0,0.0499,0.35,2.09e-4,0.329,0.682,149.614,audio_features,spotify:track:4WggPNRPTgiPLg1wmcss2p,https://api.spotify.com/v1/tracks/4WggPNRPTgiPLg1wmcss2p,https://api.spotify.com/v1/audio-analysis/4WggPNRPTgiPLg1wmcss2p,269120,4
Narine narchande,4orHYRWppzCVKJRyIZRcT3,2HYFW1VrpTx8Guz8J7yIev,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,25840,FALSE,0,0.252,0.0911,0,-32.915,1,0.139,0.504,0,0.887,0.538,193.26,audio_features,spotify:track:2HYFW1VrpTx8Guz8J7yIev,https://api.spotify.com/v1/tracks/2HYFW1VrpTx8Guz8J7yIev,https://api.spotify.com/v1/audio-analysis/2HYFW1VrpTx8Guz8J7yIev,25840,5
Affaire Rimbaud,4orHYRWppzCVKJRyIZRcT3,2X5yxVa2mY16pLPoOYaSVE,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,181933,FALSE,0,0.598,0.546,4,-9.412,0,0.0311,0.933,0,0.0816,0.407,114.742,audio_features,spotify:track:2X5yxVa2mY16pLPoOYaSVE,https://api.spotify.com/v1/tracks/2X5yxVa2mY16pLPoOYaSVE,https://api.spotify.com/v1/audio-analysis/2X5yxVa2mY16pLPoOYaSVE,181933,4
Bipède à station verticale,4orHYRWppzCVKJRyIZRcT3,3dIEVsn3xCp05ws6p1doNU,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,248000,FALSE,0,0.61,0.874,4,-7.604,1,0.0497,0.034,4.34e-4,0.151,0.444,102.669,audio_features,spotify:track:3dIEVsn3xCp05ws6p1doNU,https://api.spotify.com/v1/tracks/3dIEVsn3xCp05ws6p1doNU,https://api.spotify.com/v1/audio-analysis/3dIEVsn3xCp05ws6p1doNU,248000,4
Sweet Amanite Phalloïde Queen,4orHYRWppzCVKJRyIZRcT3,7cNkZrcSFCkKV4J37dw9He,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,249173,FALSE,0,0.533,0.637,6,-8.451,1,0.0276,0.278,0,0.0759,0.542,90.476,audio_features,spotify:track:7cNkZrcSFCkKV4J37dw9He,https://api.spotify.com/v1/tracks/7cNkZrcSFCkKV4J37dw9He,https://api.spotify.com/v1/audio-analysis/7cNkZrcSFCkKV4J37dw9He,249173,4
Diogène série 87,4orHYRWppzCVKJRyIZRcT3,0AOO2q7S8zJ6pwYmzXmGzX,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,315666,FALSE,0,0.688,0.845,2,-10.19,1,0.0339,0.0721,1.4e-5,0.139,0.681,108.128,audio_features,spotify:track:0AOO2q7S8zJ6pwYmzXmGzX,https://api.spotify.com/v1/tracks/0AOO2q7S8zJ6pwYmzXmGzX,https://api.spotify.com/v1/audio-analysis/0AOO2q7S8zJ6pwYmzXmGzX,315667,4
Errer humanum est,4orHYRWppzCVKJRyIZRcT3,2E21m8mIsUeyuE5JbFZALk,Météo für nada,4orHYRWppzCVKJRyIZRcT3,Hubert Félix Thiéfaine,267000,FALSE,0,0.61,0.781,9,-9.549,0,0.0422,0.289,0,0.283,0.751,147.451,audio_features,spotify:track:2E21m8mIsUeyuE5JbFZALk,https://api.spotify.com/v1/tracks/2E21m8mIsUeyuE5JbFZALk,https://api.spotify.com/v1/audio-analysis/2E21m8mIsUeyuE5JbFZALk,267000,4
Spirit,7wcMxzlZFIxccoeiSix0O2,3R3c84u88FEEMpiaBnAPLR,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,315360,FALSE,39,0.439,0.881,2,-5.08,0,0.0951,0.00198,0.173,0.374,0.216,182.534,audio_features,spotify:track:3R3c84u88FEEMpiaBnAPLR,https://api.spotify.com/v1/tracks/3R3c84u88FEEMpiaBnAPLR,https://api.spotify.com/v1/audio-analysis/3R3c84u88FEEMpiaBnAPLR,315360,3
From The Pinnacle To The Pit,7wcMxzlZFIxccoeiSix0O2,68OVKwrzkwGqQZIm9MVwUK,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,242640,FALSE,52,0.47,0.929,2,-4.26,1,0.0569,8.36e-5,0.147,0.0745,0.451,89.984,audio_features,spotify:track:68OVKwrzkwGqQZIm9MVwUK,https://api.spotify.com/v1/tracks/68OVKwrzkwGqQZIm9MVwUK,https://api.spotify.com/v1/audio-analysis/68OVKwrzkwGqQZIm9MVwUK,242640,4
Cirice,7wcMxzlZFIxccoeiSix0O2,5j3iBuHq6vv7VcBo4Y2QrK,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,362093,FALSE,59,0.555,0.798,3,-5.658,1,0.0279,0.00254,1.5e-5,0.171,0.284,89.987,audio_features,spotify:track:5j3iBuHq6vv7VcBo4Y2QrK,https://api.spotify.com/v1/tracks/5j3iBuHq6vv7VcBo4Y2QrK,https://api.spotify.com/v1/audio-analysis/5j3iBuHq6vv7VcBo4Y2QrK,362093,4
Spöksonat,7wcMxzlZFIxccoeiSix0O2,4ha3j2yJTS7GD0o42JT0Gu,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,56306,FALSE,36,0.478,0.229,9,-20.381,0,0.068,0.942,0.712,0.0833,0.0744,106.536,audio_features,spotify:track:4ha3j2yJTS7GD0o42JT0Gu,https://api.spotify.com/v1/tracks/4ha3j2yJTS7GD0o42JT0Gu,https://api.spotify.com/v1/audio-analysis/4ha3j2yJTS7GD0o42JT0Gu,56307,4
He Is,7wcMxzlZFIxccoeiSix0O2,6NFKy0jg3S6x380iuF47jX,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,253173,FALSE,56,0.496,0.725,7,-5.433,1,0.0284,0.00248,0.00748,0.0895,0.244,100.089,audio_features,spotify:track:6NFKy0jg3S6x380iuF47jX,https://api.spotify.com/v1/tracks/6NFKy0jg3S6x380iuF47jX,https://api.spotify.com/v1/audio-analysis/6NFKy0jg3S6x380iuF47jX,253173,4
Mummy Dust,7wcMxzlZFIxccoeiSix0O2,4tcin0H3ANvVUc6YjfcviJ,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,247373,FALSE,39,0.505,0.948,0,-4.861,1,0.0502,5.65e-4,0.852,0.298,0.373,160.02,audio_features,spotify:track:4tcin0H3ANvVUc6YjfcviJ,https://api.spotify.com/v1/tracks/4tcin0H3ANvVUc6YjfcviJ,https://api.spotify.com/v1/audio-analysis/4tcin0H3ANvVUc6YjfcviJ,247373,4
Majesty,7wcMxzlZFIxccoeiSix0O2,3Q53KFHVdDhSE4XGA3xmH8,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,324373,FALSE,39,0.515,0.843,7,-4.654,1,0.0359,6.52e-4,0.00277,0.0904,0.541,94.997,audio_features,spotify:track:3Q53KFHVdDhSE4XGA3xmH8,https://api.spotify.com/v1/tracks/3Q53KFHVdDhSE4XGA3xmH8,https://api.spotify.com/v1/audio-analysis/3Q53KFHVdDhSE4XGA3xmH8,324373,4
Devil Church,7wcMxzlZFIxccoeiSix0O2,7FmFr4Y6TnkqWCilyoiGQH,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,66360,FALSE,35,0.126,0.386,0,-5.811,0,0.0419,1.87e-4,0.86,0.342,0.329,75.266,audio_features,spotify:track:7FmFr4Y6TnkqWCilyoiGQH,https://api.spotify.com/v1/tracks/7FmFr4Y6TnkqWCilyoiGQH,https://api.spotify.com/v1/audio-analysis/7FmFr4Y6TnkqWCilyoiGQH,66360,3
Absolution,7wcMxzlZFIxccoeiSix0O2,6844MsnmUnyXgVCdOeIPHG,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,290946,FALSE,40,0.563,0.859,7,-5.461,1,0.0362,4.35e-4,0.0885,0.136,0.335,121.979,audio_features,spotify:track:6844MsnmUnyXgVCdOeIPHG,https://api.spotify.com/v1/tracks/6844MsnmUnyXgVCdOeIPHG,https://api.spotify.com/v1/audio-analysis/6844MsnmUnyXgVCdOeIPHG,290947,4
Deus In Absentia,7wcMxzlZFIxccoeiSix0O2,07Z6ZLq3AL67uETyThNgoH,Meliora,7wcMxzlZFIxccoeiSix0O2,Ghost,337560,FALSE,38,0.324,0.59,4,-6.94,0,0.0484,0.0837,0.00821,0.0869,0.22,109.969,audio_features,spotify:track:07Z6ZLq3AL67uETyThNgoH,https://api.spotify.com/v1/tracks/07Z6ZLq3AL67uETyThNgoH,https://api.spotify.com/v1/audio-analysis/07Z6ZLq3AL67uETyThNgoH,337560,4
L'idole - Je n'en peux plus,2nGL73TqdduRKepdcwJvdm,0pPQwIjwqduvLfZORYYEaI,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,161266,FALSE,28,0.586,0.526,0,-6.928,1,0.0564,0.555,0,0.234,0.456,107.153,audio_features,spotify:track:0pPQwIjwqduvLfZORYYEaI,https://api.spotify.com/v1/tracks/0pPQwIjwqduvLfZORYYEaI,https://api.spotify.com/v1/audio-analysis/0pPQwIjwqduvLfZORYYEaI,161267,4
La publicité,2nGL73TqdduRKepdcwJvdm,0QowAaFUtLNLWoFraTVmbb,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,141293,FALSE,18,0.482,0.887,7,-6.196,1,0.267,0.248,0,0.313,0.89,88.142,audio_features,spotify:track:0QowAaFUtLNLWoFraTVmbb,https://api.spotify.com/v1/tracks/0QowAaFUtLNLWoFraTVmbb,https://api.spotify.com/v1/audio-analysis/0QowAaFUtLNLWoFraTVmbb,141293,4
L'opportuniste,2nGL73TqdduRKepdcwJvdm,00WKALLuMHCA63wPxYhGuw,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,160293,FALSE,30,0.577,0.704,7,-5.074,1,0.0243,0.0904,0,0.0735,0.274,94.329,audio_features,spotify:track:00WKALLuMHCA63wPxYhGuw,https://api.spotify.com/v1/tracks/00WKALLuMHCA63wPxYhGuw,https://api.spotify.com/v1/audio-analysis/00WKALLuMHCA63wPxYhGuw,160293,4
Gentleman cambrioleur,2nGL73TqdduRKepdcwJvdm,047kQQ1m2RdhWEqLYEJHb0,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,187746,FALSE,28,0.491,0.695,9,-6.055,0,0.0429,0.307,6.12e-4,0.212,0.578,129.459,audio_features,spotify:track:047kQQ1m2RdhWEqLYEJHb0,https://api.spotify.com/v1/tracks/047kQQ1m2RdhWEqLYEJHb0,https://api.spotify.com/v1/audio-analysis/047kQQ1m2RdhWEqLYEJHb0,187747,3
"Et moi, et moi, et moi",2nGL73TqdduRKepdcwJvdm,1JzVqNkx9nXBxZS0vNsKZx,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,172640,FALSE,37,0.673,0.667,9,-5.904,1,0.0418,0.056,0,0.215,0.83,168.86,audio_features,spotify:track:1JzVqNkx9nXBxZS0vNsKZx,https://api.spotify.com/v1/tracks/1JzVqNkx9nXBxZS0vNsKZx,https://api.spotify.com/v1/audio-analysis/1JzVqNkx9nXBxZS0vNsKZx,172640,4
"Mini, mini, mini",2nGL73TqdduRKepdcwJvdm,7DafSn7qWc2kom3kErYgIB,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,112093,FALSE,25,0.733,0.537,9,-7.689,1,0.0511,0.00219,0,0.0721,0.652,165.744,audio_features,spotify:track:7DafSn7qWc2kom3kErYgIB,https://api.spotify.com/v1/tracks/7DafSn7qWc2kom3kErYgIB,https://api.spotify.com/v1/audio-analysis/7DafSn7qWc2kom3kErYgIB,112093,4
Les playboys,2nGL73TqdduRKepdcwJvdm,1pHXKKUEWpZvxD4zJn7xjf,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,186573,FALSE,29,0.632,0.607,9,-5.717,1,0.036,0.39,2.37e-6,0.0732,0.654,111.304,audio_features,spotify:track:1pHXKKUEWpZvxD4zJn7xjf,https://api.spotify.com/v1/tracks/1pHXKKUEWpZvxD4zJn7xjf,https://api.spotify.com/v1/audio-analysis/1pHXKKUEWpZvxD4zJn7xjf,186573,4
"On nous cache tout, on nous dit rien",2nGL73TqdduRKepdcwJvdm,12XVQntifdwWoFuG7wAOCz,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,152626,FALSE,27,0.368,0.92,5,-4.707,1,0.128,3.33e-4,0,0.0915,0.795,181.937,audio_features,spotify:track:12XVQntifdwWoFuG7wAOCz,https://api.spotify.com/v1/tracks/12XVQntifdwWoFuG7wAOCz,https://api.spotify.com/v1/audio-analysis/12XVQntifdwWoFuG7wAOCz,152627,4
La fille du Père Noël,2nGL73TqdduRKepdcwJvdm,6Zihu33czIhCuqNqjlpLzc,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,154080,FALSE,43,0.723,0.687,9,-6.428,1,0.0379,0.0321,0,0.221,0.934,124.212,audio_features,spotify:track:6Zihu33czIhCuqNqjlpLzc,https://api.spotify.com/v1/tracks/6Zihu33czIhCuqNqjlpLzc,https://api.spotify.com/v1/audio-analysis/6Zihu33czIhCuqNqjlpLzc,154080,4
Les cactus,2nGL73TqdduRKepdcwJvdm,1X3rIaLi9dB8QA9jXBz6lk,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,158880,FALSE,37,0.454,0.884,4,-4.241,1,0.0568,3.6e-4,0.003,0.0356,0.819,123.014,audio_features,spotify:track:1X3rIaLi9dB8QA9jXBz6lk,https://api.spotify.com/v1/tracks/1X3rIaLi9dB8QA9jXBz6lk,https://api.spotify.com/v1/audio-analysis/1X3rIaLi9dB8QA9jXBz6lk,158880,4
J'aime les filles,2nGL73TqdduRKepdcwJvdm,196fYCjVMKAQb8uwOWxpUo,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,177946,FALSE,52,0.623,0.456,9,-6.408,1,0.0362,0.635,1.31e-6,0.175,0.766,121.444,audio_features,spotify:track:196fYCjVMKAQb8uwOWxpUo,https://api.spotify.com/v1/tracks/196fYCjVMKAQb8uwOWxpUo,https://api.spotify.com/v1/audio-analysis/196fYCjVMKAQb8uwOWxpUo,177947,4
"Il est cinq heures, Paris s'éveille",2nGL73TqdduRKepdcwJvdm,1Gw2viJ4XE9hylW4ujtNef,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,173586,FALSE,50,0.562,0.662,9,-8.35,1,0.0305,0.229,0,0.342,0.746,139.814,audio_features,spotify:track:1Gw2viJ4XE9hylW4ujtNef,https://api.spotify.com/v1/tracks/1Gw2viJ4XE9hylW4ujtNef,https://api.spotify.com/v1/audio-analysis/1Gw2viJ4XE9hylW4ujtNef,173587,4
"Fais pas ci, fais pas ça",2nGL73TqdduRKepdcwJvdm,2r0XjZHB0kKlC04iS1ZwZx,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,100200,FALSE,30,0.579,0.733,4,-6.517,1,0.271,0.434,0,0.556,0.776,91.812,audio_features,spotify:track:2r0XjZHB0kKlC04iS1ZwZx,https://api.spotify.com/v1/tracks/2r0XjZHB0kKlC04iS1ZwZx,https://api.spotify.com/v1/audio-analysis/2r0XjZHB0kKlC04iS1ZwZx,100200,4
Le roi de la fête,2nGL73TqdduRKepdcwJvdm,5ZvhJL4ACMtWhxzidZj7J3,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,222973,FALSE,16,0.481,0.873,9,-6.861,0,0.111,0.468,0,0.97,0.694,116.468,audio_features,spotify:track:5ZvhJL4ACMtWhxzidZj7J3,https://api.spotify.com/v1/tracks/5ZvhJL4ACMtWhxzidZj7J3,https://api.spotify.com/v1/audio-analysis/5ZvhJL4ACMtWhxzidZj7J3,222973,4
L'aventurier,2nGL73TqdduRKepdcwJvdm,7HHfs0ZUZVodWmiZ6oFWnR,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,148093,FALSE,20,0.577,0.931,9,-6.773,1,0.0578,0.137,0,0.327,0.927,98.968,audio_features,spotify:track:7HHfs0ZUZVodWmiZ6oFWnR,https://api.spotify.com/v1/tracks/7HHfs0ZUZVodWmiZ6oFWnR,https://api.spotify.com/v1/audio-analysis/7HHfs0ZUZVodWmiZ6oFWnR,148093,4
Le responsable,2nGL73TqdduRKepdcwJvdm,3C7AP0nIeqOpinUUQFEi9w,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,151120,FALSE,28,0.607,0.913,9,-5.916,1,0.107,0.00172,9.64e-4,0.0768,0.895,139.816,audio_features,spotify:track:3C7AP0nIeqOpinUUQFEi9w,https://api.spotify.com/v1/tracks/3C7AP0nIeqOpinUUQFEi9w,https://api.spotify.com/v1/audio-analysis/3C7AP0nIeqOpinUUQFEi9w,151120,4
L'hôtesse de l'air,2nGL73TqdduRKepdcwJvdm,0rY45r2q0LmqqwdmbcO0Ju,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,191240,FALSE,24,0.419,0.375,2,-8.086,1,0.0371,0.406,0,0.419,0.549,99.878,audio_features,spotify:track:0rY45r2q0LmqqwdmbcO0Ju,https://api.spotify.com/v1/tracks/0rY45r2q0LmqqwdmbcO0Ju,https://api.spotify.com/v1/audio-analysis/0rY45r2q0LmqqwdmbcO0Ju,191240,3
Le fond de l'air est frais,2nGL73TqdduRKepdcwJvdm,6UdCFgw9WHOVrLYcsYNji7,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,140240,FALSE,15,0.711,0.741,2,-7.762,1,0.0402,0.195,0,0.0955,0.969,116.498,audio_features,spotify:track:6UdCFgw9WHOVrLYcsYNji7,https://api.spotify.com/v1/tracks/6UdCFgw9WHOVrLYcsYNji7,https://api.spotify.com/v1/audio-analysis/6UdCFgw9WHOVrLYcsYNji7,140240,4
Le petit jardin,2nGL73TqdduRKepdcwJvdm,0zwKqz2DPy3Bs8T747l4zK,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,230746,FALSE,30,0.441,0.482,4,-7.873,0,0.0297,0.733,0,0.47,0.382,95.814,audio_features,spotify:track:0zwKqz2DPy3Bs8T747l4zK,https://api.spotify.com/v1/tracks/0zwKqz2DPy3Bs8T747l4zK,https://api.spotify.com/v1/audio-analysis/0zwKqz2DPy3Bs8T747l4zK,230747,4
Le dragueur des supermarchés,2nGL73TqdduRKepdcwJvdm,5JvwCUsCBLTwHSvhCDanEO,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,134946,FALSE,22,0.567,0.777,0,-6.205,1,0.17,0.283,0,0.136,0.957,101.102,audio_features,spotify:track:5JvwCUsCBLTwHSvhCDanEO,https://api.spotify.com/v1/tracks/5JvwCUsCBLTwHSvhCDanEO,https://api.spotify.com/v1/audio-analysis/5JvwCUsCBLTwHSvhCDanEO,134947,4
Les playboys - Version Espagnole,2nGL73TqdduRKepdcwJvdm,5U9oFjsRDf6qRMUDD2OfUI,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,186373,FALSE,15,0.665,0.46,9,-8.373,1,0.0519,0.495,0,0.146,0.529,111.406,audio_features,spotify:track:5U9oFjsRDf6qRMUDD2OfUI,https://api.spotify.com/v1/tracks/5U9oFjsRDf6qRMUDD2OfUI,https://api.spotify.com/v1/audio-analysis/5U9oFjsRDf6qRMUDD2OfUI,186373,4
"Et moi, et moi, et moi - Version Italienne",2nGL73TqdduRKepdcwJvdm,4qyKnjpPkfU2QAenqSYPNv,En Vogue,2nGL73TqdduRKepdcwJvdm,Jacques Dutronc,160146,FALSE,16,0.726,0.549,9,-5.744,1,0.0674,0.0852,0,0.202,0.78,167.053,audio_features,spotify:track:4qyKnjpPkfU2QAenqSYPNv,https://api.spotify.com/v1/tracks/4qyKnjpPkfU2QAenqSYPNv,https://api.spotify.com/v1/audio-analysis/4qyKnjpPkfU2QAenqSYPNv,160147,4
Badillac,5GgsYoD0QMQyCaJ1MhEtPz,5tQkgG7unCiJxaOFp5yc5O,Badillac,5GgsYoD0QMQyCaJ1MhEtPz,together PANGEA,147880,FALSE,48,0.343,0.926,0,-2.953,1,0.0696,2.77e-4,2.86e-4,0.261,0.502,132.436,audio_features,spotify:track:5tQkgG7unCiJxaOFp5yc5O,https://api.spotify.com/v1/tracks/5tQkgG7unCiJxaOFp5yc5O,https://api.spotify.com/v1/audio-analysis/5tQkgG7unCiJxaOFp5yc5O,147880,4
Amnesiatic,1JSanboctECdzwkzLTbys0,5hNV5rMepUr5P5JBYv2yoj,No Peace,1JSanboctECdzwkzLTbys0,Trash Talk,75120,FALSE,23,0.536,0.656,9,-9.813,1,0.0411,0.0107,0.716,0.219,0.585,106.351,audio_features,spotify:track:5hNV5rMepUr5P5JBYv2yoj,https://api.spotify.com/v1/tracks/5hNV5rMepUr5P5JBYv2yoj,https://api.spotify.com/v1/audio-analysis/5hNV5rMepUr5P5JBYv2yoj,75120,5
Jigsaw,1JSanboctECdzwkzLTbys0,65uhtcb134U6gZibO1G1Jx,No Peace,1JSanboctECdzwkzLTbys0,Trash Talk,118173,FALSE,27,0.415,0.95,1,-4.943,1,0.115,2.05e-5,1.06e-4,0.145,0.201,141.758,audio_features,spotify:track:65uhtcb134U6gZibO1G1Jx,https://api.spotify.com/v1/tracks/65uhtcb134U6gZibO1G1Jx,https://api.spotify.com/v1/audio-analysis/65uhtcb134U6gZibO1G1Jx,118173,3
